PITNum,Release_Date,Date _of_Detect,Days_to_Detect,Water_Year,Release_Group ,Ordinal_Day_From_Release,Release_ID
900226000161999,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000162327,5/7/2018,5/8/2018,1,18,6,127,18.6
900226000162343,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162370,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000162392,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000162396,5/7/2018,5/8/2018,1,18,6,127,18.6
900226000162472,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162496,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000162627,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162833,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162839,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000163174,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000163775,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000163790,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000163804,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000163926,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000163933,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000163993,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164003,5/7/2018,5/20/2018,13,18,6,127,18.6
900226000164009,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164022,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164118,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000164132,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164143,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164187,5/7/2018,5/13/2018,6,18,6,127,18.6
900226000164573,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164637,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000164659,5/7/2018,5/13/2018,6,18,6,127,18.6
900226000164685,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000164851,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000165602,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000165615,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000165642,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000165699,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000170837,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000170874,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000170888,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000260987,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000260990,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261176,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261192,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000261244,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261260,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261266,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000261273,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261425,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261428,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261447,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261505,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261524,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261557,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000261901,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261906,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261912,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261939,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261986,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000262600,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000262642,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000262650,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000262671,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263000,5/7/2018,5/8/2018,1,18,6,127,18.6
900226000263431,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263507,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263618,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263673,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000263934,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263957,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000264102,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000264103,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000264507,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265118,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000265173,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265180,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265415,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000265465,5/7/2018,5/18/2018,11,18,6,127,18.6
900226000265468,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000265701,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000265736,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000265771,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000995340,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000995404,5/7/2018,6/8/2018,32,18,6,127,18.6
900226000995410,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000995412,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000995418,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000161247,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000161261,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000161297,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000161318,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000161373,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000161727,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000161742,5/7/2018,5/8/2018,1,18,6,127,18.6
900226000161944,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000161980,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000162309,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000162402,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162412,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162460,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000162461,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000162467,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000162468,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162477,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162488,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162560,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162667,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162857,5/7/2018,5/8/2018,1,18,6,127,18.6
900226000162861,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162866,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162892,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000162897,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000163738,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000163855,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000163883,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000163959,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000164044,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000164076,5/7/2018,5/14/2018,7,18,6,127,18.6
900226000164142,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164228,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164503,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164564,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164591,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000164676,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000164697,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164806,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164837,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000164854,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000164870,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000164876,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000165502,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000165561,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000165611,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000170838,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000260932,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000260952,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000260995,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261184,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261224,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000261249,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261411,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261422,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261454,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261469,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261481,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261549,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261551,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000261556,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000261582,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261700,5/7/2018,5/8/2018,1,18,6,127,18.6
900226000261782,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000261935,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000261951,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261988,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000262659,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000262661,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000262975,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000263040,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263051,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000263334,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000263362,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263381,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263399,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263557,5/7/2018,5/8/2018,1,18,6,127,18.6
900226000263617,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263654,5/7/2018,5/20/2018,13,18,6,127,18.6
900226000263698,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263925,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263943,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263982,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000264128,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000264254,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265062,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000265083,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000265094,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000265096,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000265133,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000265463,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000265474,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000265478,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265494,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265766,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000995261,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000995321,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000995367,5/7/2018,5/8/2018,1,18,6,127,18.6
900226000995420,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000161290,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000161924,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000161969,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000161979,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000161981,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000161983,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000162123,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000162314,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000162409,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000162421,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000162457,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000162516,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000162549,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000162843,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000162870,5/7/2018,5/13/2018,6,18,6,127,18.6
900226000162875,5/7/2018,5/18/2018,11,18,6,127,18.6
900226000163198,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000163906,5/7/2018,5/15/2018,8,18,6,127,18.6
900226000163919,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000163983,5/7/2018,5/15/2018,8,18,6,127,18.6
900226000164034,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164040,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164059,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000164127,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000164186,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000164213,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000164256,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000164628,5/7/2018,5/13/2018,6,18,6,127,18.6
900226000164645,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000164675,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000164677,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000164864,5/7/2018,5/13/2018,6,18,6,127,18.6
900226000164873,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000165512,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000165517,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000165543,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000165603,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000165619,5/7/2018,5/15/2018,8,18,6,127,18.6
900226000261153,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261185,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000261193,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261245,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261446,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000261476,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261493,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000261515,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261569,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000261592,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000261775,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000261796,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000261952,5/7/2018,5/13/2018,6,18,6,127,18.6
900226000262607,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000262625,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000262664,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263045,5/7/2018,5/13/2018,6,18,6,127,18.6
900226000263071,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263351,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000263352,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000263365,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000263505,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000263573,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263608,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263634,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263656,5/7/2018,5/13/2018,6,18,6,127,18.6
900226000263669,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263681,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000263689,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000263696,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000263948,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000263966,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000264107,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000264122,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000264155,5/7/2018,5/15/2018,8,18,6,127,18.6
900226000264610,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000264691,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265009,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000265103,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000265138,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265408,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000265419,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000265421,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265475,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000265498,5/7/2018,5/10/2018,3,18,6,127,18.6
900226000265499,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000265744,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000265777,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000995302,5/7/2018,5/12/2018,5,18,6,127,18.6
900226000995311,5/7/2018,5/11/2018,4,18,6,127,18.6
900226000995465,5/7/2018,5/9/2018,2,18,6,127,18.6
900226000431960,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431206,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430831,3/19/2019,4/7/2019,19,19,1,78,19.1
900226000431662,3/19/2019,4/14/2019,26,19,1,78,19.1
900226000430129,3/19/2019,3/22/2019,3,19,1,78,19.1
900226000431127,3/19/2019,3/30/2019,11,19,1,78,19.1
900226000430101,3/19/2019,3/23/2019,4,19,1,78,19.1
900226000434436,3/19/2019,4/15/2019,27,19,1,78,19.1
900226000430036,3/19/2019,3/28/2019,9,19,1,78,19.1
900226000430829,3/19/2019,4/22/2019,34,19,1,78,19.1
900226000440779,3/19/2019,3/25/2019,6,19,1,78,19.1
900226000430920,3/19/2019,4/2/2019,14,19,1,78,19.1
900226000430298,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431678,3/19/2019,4/24/2019,36,19,1,78,19.1
900226000430953,3/19/2019,4/1/2019,13,19,1,78,19.1
900226000431229,3/19/2019,3/26/2019,7,19,1,78,19.1
900226000430462,3/19/2019,4/16/2019,28,19,1,78,19.1
900226000431564,3/19/2019,4/18/2019,30,19,1,78,19.1
900226000430175,3/19/2019,4/21/2019,33,19,1,78,19.1
900226000430644,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430215,3/19/2019,4/8/2019,20,19,1,78,19.1
900226000431228,3/19/2019,3/24/2019,5,19,1,78,19.1
900226000431320,3/19/2019,3/26/2019,7,19,1,78,19.1
900226000434349,3/19/2019,3/20/2019,1,19,1,78,19.1
900226000431184,3/19/2019,4/19/2019,31,19,1,78,19.1
900226000431935,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431938,3/19/2019,4/23/2019,35,19,1,78,19.1
900226000434440,3/19/2019,4/22/2019,34,19,1,78,19.1
900226000431295,3/19/2019,4/13/2019,25,19,1,78,19.1
900226000431364,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431837,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430173,3/19/2019,4/23/2019,35,19,1,78,19.1
900226000430938,3/19/2019,3/26/2019,7,19,1,78,19.1
900226000430894,3/19/2019,4/11/2019,23,19,1,78,19.1
900226000431804,3/19/2019,3/22/2019,3,19,1,78,19.1
900226000430034,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430356,3/19/2019,3/25/2019,6,19,1,78,19.1
900226000430237,3/19/2019,4/3/2019,15,19,1,78,19.1
900226000430031,3/19/2019,3/31/2019,12,19,1,78,19.1
900226000442829,5/9/2019,5/11/2019,2,19,6,129,19.6
900226000442855,5/9/2019,5/13/2019,4,19,6,129,19.6
900226000435275,5/9/2019,5/11/2019,2,19,6,129,19.6
900226000435293,5/9/2019,5/11/2019,2,19,6,129,19.6
900226000433372,5/9/2019,5/12/2019,3,19,6,129,19.6
900226000441526,5/9/2019,5/11/2019,2,19,6,129,19.6
900226000431133,3/19/2019,4/6/2019,18,19,1,78,19.1
900226000430849,3/19/2019,4/16/2019,28,19,1,78,19.1
900226000430417,3/19/2019,4/24/2019,36,19,1,78,19.1
900226000431450,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431212,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431179,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431987,3/19/2019,4/19/2019,31,19,1,78,19.1
900226000430338,3/19/2019,3/20/2019,1,19,1,78,19.1
900226000431550,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431533,3/19/2019,3/23/2019,4,19,1,78,19.1
900226000431619,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430978,3/19/2019,3/28/2019,9,19,1,78,19.1
900226000430072,3/19/2019,4/24/2019,36,19,1,78,19.1
900226000430862,3/19/2019,4/8/2019,20,19,1,78,19.1
900226000434009,5/9/2019,5/11/2019,2,19,6,129,19.6
900226000440714,5/9/2019,5/11/2019,2,19,6,129,19.6
900226000368180,5/9/2019,5/13/2019,4,19,6,129,19.6
900226000440621,5/9/2019,5/12/2019,3,19,6,129,19.6
900226000434036,5/9/2019,5/11/2019,2,19,6,129,19.6
900226000435631,5/9/2019,5/12/2019,3,19,6,129,19.6
900226000435577,5/9/2019,5/13/2019,4,19,6,129,19.6
900226000435518,5/9/2019,5/13/2019,4,19,6,129,19.6
900226000441634,5/9/2019,5/12/2019,3,19,6,129,19.6
900226000440891,3/19/2019,3/22/2019,3,19,1,78,19.1
900226000430024,3/19/2019,4/4/2019,16,19,1,78,19.1
900226000431610,3/19/2019,3/30/2019,11,19,1,78,19.1
900226000431994,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430066,3/19/2019,3/27/2019,8,19,1,78,19.1
900226000431347,3/19/2019,4/11/2019,23,19,1,78,19.1
900226000431709,3/19/2019,3/22/2019,3,19,1,78,19.1
900226000277400,3/29/2019,3/30/2019,1,19,2,88,19.2
900226000440457,3/29/2019,3/30/2019,1,19,2,88,19.2
900226000428603,3/29/2019,4/22/2019,24,19,2,88,19.2
900226000440336,3/29/2019,4/25/2019,27,19,2,88,19.2
900226000441080,3/29/2019,4/10/2019,12,19,2,88,19.2
900226000442724,3/29/2019,3/30/2019,1,19,2,88,19.2
900226000440354,3/29/2019,3/31/2019,2,19,2,88,19.2
900226000429293,3/29/2019,4/2/2019,4,19,2,88,19.2
900226000362357,3/29/2019,3/30/2019,1,19,2,88,19.2
900226000429269,3/29/2019,4/16/2019,18,19,2,88,19.2
900226000429097,3/29/2019,4/16/2019,18,19,2,88,19.2
900226000429927,3/29/2019,3/30/2019,1,19,2,88,19.2
900226000431171,3/19/2019,3/22/2019,3,19,1,78,19.1
900226000430120,3/19/2019,4/16/2019,28,19,1,78,19.1
900226000431496,3/19/2019,3/24/2019,5,19,1,78,19.1
900226000430877,3/19/2019,4/17/2019,29,19,1,78,19.1
900226000430305,3/19/2019,4/20/2019,32,19,1,78,19.1
900226000430803,3/19/2019,4/4/2019,16,19,1,78,19.1
900226000431952,3/19/2019,4/4/2019,16,19,1,78,19.1
900226000431088,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000434427,3/19/2019,4/30/2019,42,19,1,78,19.1
900226000430377,3/19/2019,3/24/2019,5,19,1,78,19.1
900226000430119,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431807,3/19/2019,4/20/2019,32,19,1,78,19.1
900226000431695,3/19/2019,3/22/2019,3,19,1,78,19.1
900226000431969,3/19/2019,3/24/2019,5,19,1,78,19.1
900226000430999,3/19/2019,3/25/2019,6,19,1,78,19.1
900226000440778,3/19/2019,4/11/2019,23,19,1,78,19.1
900226000431809,3/19/2019,4/12/2019,24,19,1,78,19.1
900226000430755,3/19/2019,3/24/2019,5,19,1,78,19.1
900226000430204,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431882,3/19/2019,4/4/2019,16,19,1,78,19.1
900226000431157,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431704,3/19/2019,4/29/2019,41,19,1,78,19.1
900226000431058,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431699,3/19/2019,4/13/2019,25,19,1,78,19.1
900226000430048,3/19/2019,3/24/2019,5,19,1,78,19.1
900226000430015,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000434594,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430477,3/19/2019,4/20/2019,32,19,1,78,19.1
900226000430080,3/19/2019,3/24/2019,5,19,1,78,19.1
900226000431095,3/19/2019,4/12/2019,24,19,1,78,19.1
900226000431200,3/19/2019,3/24/2019,5,19,1,78,19.1
900226000431218,3/19/2019,4/1/2019,13,19,1,78,19.1
900226000431516,3/19/2019,4/3/2019,15,19,1,78,19.1
900226000430255,3/19/2019,3/23/2019,4,19,1,78,19.1
900226000430724,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430859,3/19/2019,4/2/2019,14,19,1,78,19.1
900226000431039,3/19/2019,4/30/2019,42,19,1,78,19.1
900226000431657,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430177,3/19/2019,3/22/2019,3,19,1,78,19.1
900226000434416,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431161,3/19/2019,4/19/2019,31,19,1,78,19.1
900226000431079,3/19/2019,4/22/2019,34,19,1,78,19.1
900226000431753,3/19/2019,3/25/2019,6,19,1,78,19.1
900226000434472,3/19/2019,4/27/2019,39,19,1,78,19.1
900226000430830,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431977,3/19/2019,3/28/2019,9,19,1,78,19.1
900226000431992,3/19/2019,3/23/2019,4,19,1,78,19.1
900226000431762,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430068,3/19/2019,4/14/2019,26,19,1,78,19.1
900226000431178,3/19/2019,3/22/2019,3,19,1,78,19.1
900226000431757,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430928,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430070,3/19/2019,3/20/2019,1,19,1,78,19.1
900226000431116,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431937,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430259,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430148,3/19/2019,3/24/2019,5,19,1,78,19.1
900226000431683,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431914,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430345,3/19/2019,3/25/2019,6,19,1,78,19.1
900226000430853,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430979,3/19/2019,3/31/2019,12,19,1,78,19.1
900226000431382,3/19/2019,4/2/2019,14,19,1,78,19.1
900226000430380,3/19/2019,3/20/2019,1,19,1,78,19.1
900226000434476,3/19/2019,3/20/2019,1,19,1,78,19.1
900226000431798,3/19/2019,3/23/2019,4,19,1,78,19.1
900226000430944,3/19/2019,4/1/2019,13,19,1,78,19.1
900226000431402,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000431248,3/19/2019,3/22/2019,3,19,1,78,19.1
900226000430189,3/19/2019,4/15/2019,27,19,1,78,19.1
900226000431851,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000430127,3/19/2019,3/21/2019,2,19,1,78,19.1
900226000442028,3/19/2019,4/21/2019,33,19,1,78,19.1
900226000431121,3/19/2019,4/23/2019,35,19,1,78,19.1
900226000430916,3/19/2019,4/8/2019,20,19,1,78,19.1
900226000434388,3/19/2019,3/21/2019,2,19,1,78,19.1
